2024-06-07 00:04:47 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 79%, Battery external: 99%, charger: N/A
2024-06-07 04:04:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 04:14:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 04:24:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 04:34:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 04:44:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 04:54:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 05:04:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 05:14:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 05:24:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 05:34:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 05:44:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 05:54:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 06:04:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 06:14:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 77%, Battery external: 99%, charger: N/A
2024-06-07 06:24:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 06:34:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 06:44:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 06:54:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 07:04:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 07:14:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 07:24:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 07:34:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 07:44:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 07:54:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 08:04:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 08:14:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 08:24:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 08:34:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 08:44:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 08:54:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 09:04:48 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 09:14:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 09:24:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 76%, Battery external: 99%, charger: N/A
2024-06-07 09:34:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 09:44:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 09:54:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 10:04:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 10:14:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 10:24:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 10:34:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 10:44:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 10:54:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 11:04:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 11:14:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 11:24:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 11:34:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 11:44:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 11:54:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 12:04:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 12:14:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 12:24:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 12:34:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 75%, Battery external: 99%, charger: N/A
2024-06-07 12:44:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 12:54:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 13:04:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 13:14:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 13:24:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 13:34:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 13:44:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 13:54:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 14:04:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 14:14:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 14:24:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 14:34:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 14:44:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 14:54:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 15:04:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 15:14:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 15:24:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 74%, Battery external: 99%, charger: N/A
2024-06-07 15:34:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 15:44:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 15:54:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 16:04:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 16:14:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 16:24:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 16:34:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 16:44:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 16:54:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 17:04:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 17:14:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 17:24:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 17:34:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 17:44:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 17:54:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 18:04:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 18:14:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 18:24:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 18:34:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 18:44:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 18:54:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 73%, Battery external: 99%, charger: N/A
2024-06-07 19:04:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 19:14:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 19:24:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 19:34:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 19:44:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 19:54:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 20:04:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 20:14:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 20:24:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 20:34:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 20:44:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 20:54:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 21:04:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 21:14:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 21:24:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 21:34:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 21:44:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-06-07 21:54:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 22:04:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 22:14:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 22:24:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 22:34:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 22:44:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 22:54:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 23:04:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 23:14:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 23:24:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 23:34:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 23:44:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
2024-06-07 23:54:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 71%, Battery external: 99%, charger: N/A
