2024-07-07 00:06:55 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-07 04:06:55 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 04:16:55 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 04:26:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 04:36:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 04:46:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 04:56:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 05:06:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 97%, Battery external: 99%, charger: N/A
2024-07-07 05:16:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 05:26:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 05:36:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 05:46:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 05:56:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 06:06:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 06:16:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 06:26:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 06:36:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 06:46:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 06:56:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 07:06:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 07:16:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 07:26:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 07:36:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 07:46:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 07:56:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 96%, Battery external: 99%, charger: N/A
2024-07-07 08:06:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 08:16:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 08:26:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 08:36:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 08:46:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 08:56:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 09:06:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 09:16:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 09:26:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 09:36:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 09:46:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 09:56:56 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 10:06:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 10:16:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 10:26:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 10:36:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 10:46:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 10:56:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 95%, Battery external: 99%, charger: N/A
2024-07-07 11:06:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 11:16:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 11:26:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 11:36:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 11:46:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 11:56:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 12:06:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 12:16:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 12:26:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 12:36:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 12:46:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 12:56:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 13:06:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 13:16:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 13:26:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 13:36:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 13:46:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 13:56:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 94%, Battery external: 99%, charger: N/A
2024-07-07 14:06:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 14:16:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 14:26:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 14:36:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 14:46:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 14:56:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 15:06:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 15:16:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 15:26:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 15:36:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 15:46:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 15:56:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 16:06:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 16:16:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 16:26:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 16:36:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 16:46:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 16:56:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 17:06:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-07 17:16:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 17:26:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 17:36:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 17:46:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 17:56:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 18:06:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 18:16:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 18:26:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 18:36:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 18:46:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 18:56:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 19:06:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 19:16:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 19:26:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 19:36:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 19:46:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 19:56:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 20:06:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 20:16:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 20:26:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 92%, Battery external: 99%, charger: N/A
2024-07-07 20:36:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 20:46:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 20:56:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 21:06:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 21:16:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 21:26:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 21:36:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 21:46:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 21:56:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 22:06:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 22:16:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 22:26:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 22:36:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 22:46:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 22:56:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 23:06:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 23:16:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 23:26:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 23:36:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 91%, Battery external: 99%, charger: N/A
2024-07-07 23:46:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 90%, Battery external: 99%, charger: N/A
2024-07-07 23:56:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 90%, Battery external: 99%, charger: N/A
