2024-05-26 14:03:58 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 87%, charger: Standard
2024-05-26 14:13:58 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 89%, charger: Standard
2024-05-26 14:23:59 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 92%, charger: Standard
2024-05-26 14:33:59 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 95%, charger: Standard
2024-05-26 14:43:59 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 97%, charger: Standard
2024-05-26 14:53:59 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 99%, charger: Standard
2024-05-26 15:03:59 Behaviour internal: inhibit-charge, Behaviour external: auto, Battery internal: 88%, Battery external: 100%, charger: Standard
2024-05-26 15:13:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 88%, Battery external: 100%, charger: N/A
2024-05-26 15:23:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 88%, Battery external: 100%, charger: N/A
2024-05-26 15:33:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 88%, Battery external: 100%, charger: N/A
2024-05-26 15:43:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 100%, charger: N/A
2024-05-26 15:53:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 100%, charger: N/A
2024-05-26 16:03:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 100%, charger: N/A
2024-05-26 16:13:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 100%, charger: N/A
2024-05-26 16:23:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 16:33:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 100%, charger: N/A
2024-05-26 16:43:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 16:53:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 17:03:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 17:13:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 17:23:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 17:33:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 100%, charger: N/A
2024-05-26 17:43:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 17:53:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 18:03:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 18:13:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 18:23:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-05-26 18:33:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 18:43:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 18:53:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 19:03:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 19:13:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 19:23:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 19:34:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 19:44:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 100%, charger: N/A
2024-05-26 19:54:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 20:04:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-05-26 20:14:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
