2024-06-22 00:05:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 00:15:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 00:25:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 00:35:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 00:45:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 00:55:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 01:05:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 01:15:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 01:25:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 42%, Battery external: 99%, charger: N/A
2024-06-22 01:35:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 01:45:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 01:55:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 02:05:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 02:15:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 02:25:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 02:35:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 02:45:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 02:55:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 03:05:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 03:15:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 03:25:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 03:35:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 03:45:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 03:55:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 04:05:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-06-22 04:15:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 40%, Battery external: 99%, charger: N/A
2024-06-22 04:25:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 40%, Battery external: 99%, charger: N/A
2024-06-22 04:35:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 40%, Battery external: 99%, charger: N/A
2024-06-22 04:45:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 40%, Battery external: 99%, charger: N/A
2024-06-22 04:55:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 40%, Battery external: 99%, charger: N/A
