2024-05-30 00:04:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-05-30 00:14:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-05-30 00:24:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-05-30 00:34:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 00:44:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 00:54:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 01:04:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 01:14:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 01:24:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 01:34:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 01:44:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 01:54:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 02:04:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 02:14:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 02:24:13 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 02:34:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 02:44:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 02:54:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 03:04:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 03:14:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-05-30 03:24:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 03:34:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 03:44:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 03:54:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 04:04:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 04:14:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 04:24:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 04:34:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 04:44:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 04:54:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 05:04:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 05:14:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 05:24:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 05:34:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 05:44:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 05:54:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 06:04:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-05-30 06:14:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 06:24:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 06:34:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 06:44:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 06:54:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 07:04:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 07:14:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 07:24:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 07:34:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 07:44:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 07:54:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 08:04:14 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 08:14:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 08:24:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 08:34:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 08:44:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 08:54:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-05-30 09:04:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-05-30 09:14:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-05-30 09:24:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-05-30 09:34:15 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
