2024-06-03 00:04:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 11:24:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 11:34:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 11:44:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 11:54:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 12:04:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 12:14:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 12:24:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 12:34:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 12:44:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 12:54:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 13:04:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 13:14:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 13:24:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 13:34:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 13:44:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 13:54:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 14:04:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 14:14:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 14:24:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 19%, Battery external: 99%, charger: N/A
2024-06-03 14:34:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 14:44:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 14:54:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 15:04:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 15:14:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 15:24:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 15:34:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 15:44:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 15:54:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 16:04:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 16:14:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 16:24:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 16:34:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 16:44:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 16:54:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 18%, Battery external: 99%, charger: N/A
2024-06-03 17:04:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 17:14:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 17:24:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 17:34:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 17:44:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 17:54:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 18:04:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 18:14:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 18:24:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 18:34:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 18:44:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 18:54:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 19:04:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 19:14:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 19:24:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-06-03 19:34:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 19:44:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 19:54:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 20:04:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 20:14:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 20:24:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 20:34:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 20:44:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 20:54:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 21:04:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 21:14:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 21:24:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 21:34:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 21:44:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-06-03 21:54:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 22:04:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 22:14:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 22:24:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 22:34:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 22:44:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 22:54:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 23:04:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 23:14:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 23:24:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 23:34:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 23:44:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-06-03 23:54:34 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
