2024-06-03 00:04:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 00:14:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 00:24:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 00:34:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 00:44:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 00:54:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 01:04:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 01:14:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 01:24:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 01:34:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 01:44:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 01:54:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 02:04:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 24%, Battery external: 99%, charger: N/A
2024-06-03 02:14:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 02:24:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 02:34:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 02:44:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 02:54:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 03:04:30 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 03:14:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 03:24:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 03:34:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 03:44:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 03:54:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 04:04:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 04:14:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 04:24:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 04:34:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 04:44:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 23%, Battery external: 99%, charger: N/A
2024-06-03 04:54:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 05:04:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 05:14:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 05:24:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 05:34:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 05:44:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 05:54:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 06:04:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 06:14:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 06:24:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 06:34:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 06:44:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 06:54:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 07:04:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 22%, Battery external: 99%, charger: N/A
2024-06-03 07:14:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 07:24:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 07:34:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 07:44:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 07:54:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 08:04:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 08:14:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 08:24:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 08:34:31 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 08:44:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 08:54:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 09:04:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 09:14:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 09:24:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 09:34:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-06-03 09:44:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 09:54:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 10:04:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 10:14:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 10:24:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 10:34:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 10:44:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 10:54:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 11:04:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
2024-06-03 11:14:32 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 20%, Battery external: 99%, charger: N/A
