2025-01-13 19:08:37 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: NA, Battery external: NA%, ext_charger: NA
2025-01-13 19:08:43 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: N/A
2025-01-13 19:08:49 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: N/A
2025-01-13 19:08:55 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: N/A
2025-01-13 19:09:01 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: N/A
2025-01-13 19:09:07 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: N/A
2025-01-13 19:09:13 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 20%, ext_charger: Standard
2025-01-13 19:09:19 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 21%, ext_charger: Standard
2025-01-13 19:09:25 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 21%, ext_charger: Standard
2025-01-13 19:09:31 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 22%, ext_charger: Standard
2025-01-13 19:09:37 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 23%, ext_charger: Standard
2025-01-13 19:09:43 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 23%, ext_charger: Standard
2025-01-13 19:09:49 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 23%, ext_charger: Standard
2025-01-13 19:09:55 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 23%, ext_charger: Standard
2025-01-13 19:10:01 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 24%, ext_charger: Standard
2025-01-13 19:10:07 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 24%, ext_charger: Standard
2025-01-13 19:10:13 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 24%, ext_charger: Standard
2025-01-13 19:10:19 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:10:25 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:10:31 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:10:37 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:10:43 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:10:49 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:10:55 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 25%, ext_charger: Standard
2025-01-13 19:11:01 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 26%, ext_charger: Standard
2025-01-13 19:11:07 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 26%, ext_charger: Standard
2025-01-13 19:11:13 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 26%, ext_charger: Standard
2025-01-13 19:11:20 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 26%, ext_charger: Standard
2025-01-13 19:11:26 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 26%, ext_charger: Standard
2025-01-13 19:11:32 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:11:38 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:11:44 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:11:50 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:11:56 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:02 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:08 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:14 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:20 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:26 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:32 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:12:38 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 27%, ext_charger: Standard
2025-01-13 19:12:44 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:12:50 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:12:56 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:13:02 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:13:08 Behaviour internal: auto [inhibit-charge], Battery internal: 100%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:13:14 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:13:20 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:13:26 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:13:32 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:13:38 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:13:44 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:13:50 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:13:56 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:14:02 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 29%, ext_charger: Standard
2025-01-13 19:14:08 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:14 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:20 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:26 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:32 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:39 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:45 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 28%, ext_charger: Standard
2025-01-13 19:14:51 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:14:57 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:15:03 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:15:09 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 31%, ext_charger: Standard
2025-01-13 19:15:15 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:15:21 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 31%, ext_charger: Standard
2025-01-13 19:15:27 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 31%, ext_charger: Standard
2025-01-13 19:15:33 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 31%, ext_charger: Standard
2025-01-13 19:15:39 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 32%, ext_charger: Standard
2025-01-13 19:15:45 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:15:51 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 30%, ext_charger: Standard
2025-01-13 19:15:57 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:03 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:09 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 31%, ext_charger: Standard
2025-01-13 19:16:15 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:21 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:27 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:33 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 32%, ext_charger: Standard
2025-01-13 19:16:39 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:45 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:51 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:16:57 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:17:03 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 32%, ext_charger: Standard
2025-01-13 19:17:09 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:17:15 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:17:21 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:17:27 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:17:33 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:17:39 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:17:45 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 33%, ext_charger: Standard
2025-01-13 19:17:51 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:17:57 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:18:03 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:18:10 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:18:16 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:18:22 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:18:28 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:18:34 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:18:40 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:18:46 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:18:52 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 36%, ext_charger: Standard
2025-01-13 19:18:58 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:19:04 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:19:10 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 34%, ext_charger: Standard
2025-01-13 19:19:16 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
2025-01-13 19:19:22 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
2025-01-13 19:19:28 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 36%, ext_charger: Standard
2025-01-13 19:19:34 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:19:40 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
2025-01-13 19:19:46 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
2025-01-13 19:19:52 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
2025-01-13 19:19:58 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 36%, ext_charger: Standard
2025-01-13 19:20:04 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 36%, ext_charger: Standard
2025-01-13 19:20:10 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 38%, ext_charger: Standard
2025-01-13 19:20:16 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 36%, ext_charger: Standard
2025-01-13 19:20:22 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 35%, ext_charger: Standard
2025-01-13 19:20:28 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
2025-01-13 19:20:34 Behaviour internal: auto [inhibit-charge], Battery internal: 99%, int_charger: Unknown, Behaviour external: [auto] inhibit-charge, Battery external: 37%, ext_charger: Standard
