2024-07-06 00:06:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 00:16:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 00:26:50 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 00:36:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 00:46:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 00:56:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 01:06:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 01:16:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 17%, Battery external: 99%, charger: N/A
2024-07-06 01:26:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 01:36:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 01:46:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 01:56:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 02:06:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 02:16:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 02:26:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 02:36:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 02:46:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 02:56:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 03:06:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 03:16:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 03:26:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 03:36:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 03:46:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 16%, Battery external: 99%, charger: N/A
2024-07-06 03:56:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 04:06:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 04:16:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 04:26:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 04:36:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 04:46:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 04:56:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 05:06:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 05:16:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 05:26:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 05:36:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 05:46:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 05:56:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 06:06:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 06:16:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-06 06:26:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
