2024-06-09 00:04:55 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 63%, Battery external: 99%, charger: N/A
2024-06-09 07:34:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 07:44:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 07:54:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 08:04:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 08:14:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 08:24:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 08:34:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 08:44:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 08:54:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 09:04:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 09:14:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 09:24:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 09:34:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 09:44:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 60%, Battery external: 99%, charger: N/A
2024-06-09 09:54:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 10:04:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 10:14:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 10:24:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 10:34:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 10:44:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 10:54:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 11:04:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 11:14:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 11:24:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 11:34:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 11:44:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 11:54:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 12:04:57 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 12:14:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 12:24:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 59%, Battery external: 99%, charger: N/A
2024-06-09 12:34:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 12:44:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 12:54:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 13:04:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 13:14:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 13:24:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 13:34:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 13:44:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 13:54:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 14:04:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 14:14:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 14:24:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 14:34:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 14:44:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 14:54:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 15:04:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 15:14:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 15:24:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 58%, Battery external: 99%, charger: N/A
2024-06-09 15:34:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 15:44:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 15:54:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 16:04:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 16:14:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 16:24:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 16:34:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 16:44:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 16:54:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 17:04:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 17:14:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 17:24:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 17:34:58 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 17:44:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 17:54:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 18:04:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 18:14:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 18:24:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 18:34:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 18:44:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 57%, Battery external: 99%, charger: N/A
2024-06-09 18:54:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 19:04:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 19:14:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 19:24:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 19:34:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 19:44:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 19:54:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 20:04:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 20:14:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 20:24:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 20:34:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 20:44:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 20:54:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 21:04:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 21:14:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 21:24:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 21:34:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 21:44:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 21:54:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 22:04:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 56%, Battery external: 99%, charger: N/A
2024-06-09 22:14:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 22:24:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 22:34:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 22:44:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 22:54:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 23:04:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 23:14:59 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 23:25:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 23:35:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 23:45:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-06-09 23:55:00 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
