2024-07-18 00:07:41 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 13%, Battery external: 99%, charger: N/A
2024-07-18 13:57:43 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 14:07:43 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 14:17:43 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 14:27:43 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 14:37:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 14:47:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 14:57:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 15:07:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 15:17:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 15:27:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 15:37:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 15:47:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 15:57:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 16:07:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 11%, Battery external: 99%, charger: N/A
2024-07-18 16:17:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 10%, Battery external: 99%, charger: N/A
2024-07-18 16:27:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 15%, Battery external: 99%, charger: N/A
2024-07-18 16:37:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 21%, Battery external: 99%, charger: N/A
2024-07-18 16:47:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 26%, Battery external: 99%, charger: N/A
2024-07-18 16:57:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 31%, Battery external: 99%, charger: N/A
2024-07-18 17:07:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 36%, Battery external: 99%, charger: N/A
2024-07-18 17:17:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 41%, Battery external: 99%, charger: N/A
2024-07-18 17:27:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 44%, Battery external: 99%, charger: N/A
2024-07-18 17:37:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-18 17:47:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 55%, Battery external: 99%, charger: N/A
2024-07-18 17:57:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 63%, Battery external: 99%, charger: N/A
2024-07-18 18:07:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 72%, Battery external: 99%, charger: N/A
2024-07-18 18:17:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 81%, Battery external: 99%, charger: N/A
2024-07-18 18:27:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-18 18:37:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 93%, Battery external: 99%, charger: N/A
2024-07-18 18:47:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 18:57:44 Behaviour internal: auto, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 19:07:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 19:17:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 19:27:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 19:37:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 19:47:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 19:57:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 20:07:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 100%, Battery external: 99%, charger: N/A
2024-07-18 20:17:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 20:27:44 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 20:37:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 20:47:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 20:57:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 21:07:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 21:17:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 21:27:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 21:37:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 21:47:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 21:57:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 22:07:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 22:17:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 22:27:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 22:37:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 99%, Battery external: 99%, charger: N/A
2024-07-18 22:47:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 22:57:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 23:07:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 23:17:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 23:27:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 23:37:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 23:47:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
2024-07-18 23:57:45 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 98%, Battery external: 99%, charger: N/A
